Contig	Position	Length	Snps_females	Snps_males	Fst	Abs_depth_females	Abs_depth_males	Rel_depth_females	Rel_depth_males
NC_025975.4_RaGOO	6525000	39202518	1	0	0.0000	41	38	1.07	1.03
NC_025975.4_RaGOO	6550000	39202518	0	0	0.0000	34	32	0.90	0.87
NC_025975.4_RaGOO	6575000	39202518	0	0	0.0028	37	34	0.98	0.93
NC_025975.4_RaGOO	6600000	39202518	0	1	0.0000	36	35	0.96	0.97
NC_025975.4_RaGOO	6625000	39202518	0	0	0.0000	38	37	1.01	1.01
NC_025975.4_RaGOO	6650000	39202518	0	0	0.0000	36	35	0.96	0.97
NC_025975.4_RaGOO	6675000	39202518	0	4	0.0000	43	42	1.13	1.15
NC_025975.4_RaGOO	6700000	39202518	0	0	0.0004	40	37	1.04	1.02
NC_025975.4_RaGOO	6725000	39202518	3	1	0.0000	38	36	1.00	0.98
NC_025975.4_RaGOO	6750000	39202518	0	0	0.0000	37	35	0.97	0.97
NC_025975.4_RaGOO	6775000	39202518	0	0	0.0000	37	35	0.96	0.95
NC_025975.4_RaGOO	6800000	39202518	0	0	0.0000	41	40	1.08	1.10
NC_025975.4_RaGOO	6825000	39202518	0	0	0.0000	38	39	1.01	1.06
NC_025975.4_RaGOO	6850000	39202518	1	0	0.0000	38	37	0.99	1.02
NC_025975.4_RaGOO	6875000	39202518	0	0	0.0000	39	38	1.04	1.04
NC_025975.4_RaGOO	6900000	39202518	0	0	0.0000	41	38	1.07	1.05
NC_025975.4_RaGOO	6925000	39202518	1	0	0.0000	41	40	1.08	1.10
NC_025975.4_RaGOO	6950000	39202518	2	0	0.0000	42	41	1.10	1.12
NC_025975.4_RaGOO	6975000	39202518	0	0	0.0000	44	42	1.15	1.15
NC_025975.4_RaGOO	7000000	39202518	0	0	0.0000	43	42	1.12	1.14
NC_025975.4_RaGOO	7025000	39202518	0	0	0.0000	40	39	1.05	1.08
NC_025975.4_RaGOO	7050000	39202518	0	1	0.0000	44	43	1.17	1.18
NC_025975.4_RaGOO	7075000	39202518	0	0	0.0000	40	39	1.06	1.08
NC_025975.4_RaGOO	7100000	39202518	2	0	0.0066	35	32	0.92	0.88
NC_025975.4_RaGOO	7125000	39202518	1	0	0.0000	34	34	0.90	0.92
NC_025975.4_RaGOO	7150000	39202518	0	0	0.0138	35	34	0.91	0.92
NC_025975.4_RaGOO	7175000	39202518	3	1	0.0000	35	36	0.93	1.00
NC_025975.4_RaGOO	7200000	39202518	5	0	0.0000	33	30	0.88	0.83
NC_025975.4_RaGOO	7225000	39202518	0	11	0.0000	34	33	0.90	0.90
NC_025975.4_RaGOO	7250000	39202518	0	0	0.0000	34	31	0.89	0.85
NC_025975.4_RaGOO	7275000	39202518	1	2	0.0000	42	40	1.10	1.10
NC_025975.4_RaGOO	7300000	39202518	0	0	0.0000	41	38	1.07	1.03
NC_025975.4_RaGOO	7325000	39202518	0	0	0.0000	44	41	1.16	1.14
NC_025975.4_RaGOO	7350000	39202518	0	1	0.0000	40	38	1.05	1.05
NC_025975.4_RaGOO	7375000	39202518	1	1	0.0000	41	39	1.07	1.06
NC_025975.4_RaGOO	7400000	39202518	0	0	0.0000	38	37	1.00	1.02
NC_025975.4_RaGOO	7425000	39202518	0	1	0.0000	40	39	1.07	1.06
NC_025975.4_RaGOO	7450000	39202518	1	0	0.0010	38	37	1.00	1.01
NC_025975.4_RaGOO	7475000	39202518	0	0	0.0000	41	40	1.07	1.08
NC_025975.4_RaGOO	7500000	39202518	0	3	0.0000	43	43	1.14	1.17
NC_025975.4_RaGOO	7525000	39202518	0	0	0.0000	42	41	1.10	1.11
NC_025975.4_RaGOO	7550000	39202518	0	0	0.0000	42	41	1.12	1.12
NC_025975.4_RaGOO	7575000	39202518	0	0	0.0000	34	32	0.89	0.89
NC_025975.4_RaGOO	7600000	39202518	0	0	0.0000	36	36	0.96	1.00
NC_025975.4_RaGOO	7625000	39202518	1	0	0.0000	41	39	1.07	1.07
NC_025975.4_RaGOO	7650000	39202518	0	0	0.0000	41	39	1.07	1.07
NC_025975.4_RaGOO	7675000	39202518	0	0	0.0000	39	39	1.03	1.06
NC_025975.4_RaGOO	7700000	39202518	0	0	0.0000	41	39	1.08	1.08
NC_025975.4_RaGOO	7725000	39202518	0	0	0.0000	41	37	1.07	1.01
NC_025975.4_RaGOO	7750000	39202518	0	0	0.0000	36	34	0.96	0.94
NC_025975.4_RaGOO	7775000	39202518	0	0	0.0000	42	42	1.10	1.14
NC_025975.4_RaGOO	7800000	39202518	1	0	0.0014	41	41	1.09	1.13
NC_025975.4_RaGOO	7825000	39202518	2	0	0.0000	38	35	0.99	0.96
NC_025975.4_RaGOO	7850000	39202518	0	0	0.0000	40	37	1.06	1.00
NC_025975.4_RaGOO	7875000	39202518	0	0	0.0000	40	38	1.06	1.05
NC_025975.4_RaGOO	7900000	39202518	0	1	0.0000	42	40	1.09	1.09
NC_025975.4_RaGOO	7925000	39202518	0	0	0.0000	42	41	1.12	1.14
NC_025975.4_RaGOO	7950000	39202518	0	0	0.0000	40	37	1.05	1.02
NC_025975.4_RaGOO	7975000	39202518	1	3	0.0000	38	38	1.01	1.04
NC_025975.4_RaGOO	8000000	39202518	0	0	0.0000	41	40	1.08	1.10
NC_025975.4_RaGOO	8025000	39202518	0	0	0.0000	42	40	1.10	1.10
NC_025975.4_RaGOO	8050000	39202518	0	0	0.0000	40	40	1.06	1.10
NC_025975.4_RaGOO	8075000	39202518	0	1	0.0000	39	37	1.03	1.01
NC_025975.4_RaGOO	8100000	39202518	0	3	0.0000	42	40	1.10	1.11
NC_025975.4_RaGOO	8125000	39202518	0	0	0.0000	43	41	1.13	1.14
NC_025975.4_RaGOO	8150000	39202518	0	0	0.0000	44	44	1.15	1.20
NC_025975.4_RaGOO	8175000	39202518	0	0	0.0000	42	40	1.11	1.10
NC_025975.4_RaGOO	8200000	39202518	1	0	0.0074	43	43	1.15	1.16
NC_025975.4_RaGOO	8225000	39202518	1	0	0.0000	41	39	1.09	1.07
NC_025975.4_RaGOO	8250000	39202518	0	0	0.0000	41	41	1.09	1.12
NC_025975.4_RaGOO	8275000	39202518	2	0	0.0000	38	37	0.99	1.01
NC_025975.4_RaGOO	8300000	39202518	0	0	0.0000	38	37	1.01	1.00
NC_025975.4_RaGOO	8325000	39202518	0	0	0.0000	42	40	1.11	1.09
NC_025975.4_RaGOO	8350000	39202518	0	3	0.0000	44	42	1.16	1.14
NC_025975.4_RaGOO	8375000	39202518	0	1	0.0000	41	40	1.08	1.11
NC_025975.4_RaGOO	8400000	39202518	0	0	0.0066	43	41	1.13	1.11
NC_025975.4_RaGOO	8425000	39202518	0	0	0.0000	40	38	1.06	1.05
NC_025975.4_RaGOO	8450000	39202518	0	0	0.0000	40	38	1.05	1.04
NC_025975.4_RaGOO	8475000	39202518	0	0	0.0000	38	38	0.99	1.05
NC_025975.4_RaGOO	8500000	39202518	1	6	0.0191	39	37	1.02	1.01
NC_025975.4_RaGOO	8525000	39202518	0	0	0.0000	37	38	0.99	1.04
NC_025975.4_RaGOO	8550000	39202518	0	0	0.0000	42	39	1.10	1.07
NC_025975.4_RaGOO	8575000	39202518	0	0	0.0000	40	39	1.05	1.07
NC_025975.4_RaGOO	8600000	39202518	0	0	0.0000	40	40	1.04	1.09
NC_025975.4_RaGOO	8625000	39202518	3	3	0.0000	40	39	1.04	1.07
NC_025975.4_RaGOO	8650000	39202518	0	14	0.0122	38	36	1.01	0.99
NC_025975.4_RaGOO	8675000	39202518	0	0	0.0000	40	37	1.06	1.00
NC_025975.4_RaGOO	8700000	39202518	0	0	0.0000	36	35	0.96	0.96
NC_025975.4_RaGOO	8725000	39202518	0	0	0.0000	40	39	1.06	1.06
NC_025975.4_RaGOO	8750000	39202518	0	0	0.0000	40	40	1.06	1.10
NC_025975.4_RaGOO	8775000	39202518	1	0	0.0000	41	39	1.07	1.07
NC_025975.4_RaGOO	8800000	39202518	0	2	0.0000	42	39	1.10	1.07
NC_025975.4_RaGOO	8825000	39202518	0	0	0.0000	41	40	1.09	1.10
NC_025975.4_RaGOO	8850000	39202518	0	0	0.0000	40	37	1.05	1.00
NC_025975.4_RaGOO	8875000	39202518	2	0	0.0552	43	42	1.12	1.15
NC_025975.4_RaGOO	8900000	39202518	0	0	0.0000	45	40	1.17	1.10
NC_025975.4_RaGOO	8925000	39202518	0	0	0.0000	37	34	0.98	0.94
NC_025975.4_RaGOO	8950000	39202518	0	0	0.0000	41	38	1.08	1.05
NC_025975.4_RaGOO	8975000	39202518	1	0	0.0000	41	40	1.07	1.09
NC_025975.4_RaGOO	9000000	39202518	1	0	0.0000	43	40	1.12	1.10
NC_025975.4_RaGOO	9025000	39202518	0	0	0.0000	42	42	1.10	1.14
NC_025975.4_RaGOO	9050000	39202518	1	0	0.0000	43	41	1.13	1.11
NC_025975.4_RaGOO	9075000	39202518	0	3	0.0000	37	36	0.97	0.98
NC_025975.4_RaGOO	9100000	39202518	0	0	0.0000	41	40	1.08	1.08
NC_025975.4_RaGOO	9125000	39202518	5	1	0.0000	39	39	1.03	1.07
NC_025975.4_RaGOO	9150000	39202518	0	0	0.0000	38	37	1.00	1.02
NC_025975.4_RaGOO	9175000	39202518	0	0	0.0000	38	37	0.99	1.02
NC_025975.4_RaGOO	9200000	39202518	0	1	0.0000	37	36	0.97	0.99
NC_025975.4_RaGOO	9225000	39202518	0	1	0.0000	39	37	1.04	1.02
NC_025975.4_RaGOO	9250000	39202518	0	0	0.0000	41	39	1.08	1.07
NC_025975.4_RaGOO	9275000	39202518	0	1	0.0000	40	38	1.04	1.05
NC_025975.4_RaGOO	9300000	39202518	0	1	0.0000	39	37	1.03	1.01
NC_025975.4_RaGOO	9325000	39202518	0	0	0.0000	39	38	1.03	1.05
NC_025975.4_RaGOO	9350000	39202518	1	2	0.0000	37	36	0.97	0.99
NC_025975.4_RaGOO	9375000	39202518	0	0	0.0000	39	39	1.03	1.06
NC_025975.4_RaGOO	9400000	39202518	0	0	0.0000	39	37	1.02	1.01
NC_025975.4_RaGOO	9425000	39202518	0	1	0.0000	40	37	1.06	1.02
NC_025975.4_RaGOO	9450000	39202518	5	0	0.0029	34	34	0.89	0.92
NC_025975.4_RaGOO	9475000	39202518	7	4	0.0132	40	38	1.04	1.03
NC_025975.4_RaGOO	9500000	39202518	0	4	0.0281	51	46	1.34	1.25
NC_025975.4_RaGOO	9525000	39202518	0	1	0.0125	40	39	1.05	1.08
NC_025975.4_RaGOO	9550000	39202518	2	0	0.0000	38	37	0.99	1.01
NC_025975.4_RaGOO	9575000	39202518	0	1	0.0000	35	33	0.91	0.90
NC_025975.4_RaGOO	9600000	39202518	0	0	0.0069	38	36	1.00	0.99
NC_025975.4_RaGOO	9625000	39202518	0	0	0.0000	38	36	0.99	0.97
NC_025975.4_RaGOO	9650000	39202518	4	0	0.0025	41	40	1.07	1.09
NC_025975.4_RaGOO	9675000	39202518	0	0	0.0000	36	34	0.95	0.94
NC_025975.4_RaGOO	9700000	39202518	0	0	0.0000	34	33	0.90	0.90
NC_025975.4_RaGOO	9725000	39202518	0	0	0.0000	35	34	0.91	0.93
NC_025975.4_RaGOO	9750000	39202518	0	1	0.0000	38	36	0.99	0.99
NC_025975.4_RaGOO	9775000	39202518	0	0	0.0000	38	38	1.01	1.03
NC_025975.4_RaGOO	9800000	39202518	1	0	0.0000	40	39	1.04	1.06
NC_025975.4_RaGOO	9825000	39202518	0	0	0.0000	38	37	1.00	1.00
NC_025975.4_RaGOO	9850000	39202518	0	1	0.0000	42	40	1.12	1.09
NC_025975.4_RaGOO	9875000	39202518	0	0	0.0000	43	42	1.12	1.16
NC_025975.4_RaGOO	9900000	39202518	3	1	0.0000	43	42	1.14	1.16
NC_025975.4_RaGOO	9925000	39202518	1	0	0.0000	38	36	1.00	1.00
NC_025975.4_RaGOO	9950000	39202518	0	0	0.0000	40	37	1.05	1.02
NC_025975.4_RaGOO	9975000	39202518	0	0	0.0000	44	42	1.17	1.15
NC_025975.4_RaGOO	10000000	39202518	0	0	0.0000	39	37	1.03	1.03
NC_025975.4_RaGOO	10025000	39202518	0	0	0.0000	37	34	0.98	0.93
NC_025975.4_RaGOO	10050000	39202518	0	0	0.0000	39	40	1.04	1.09
NC_025975.4_RaGOO	10075000	39202518	0	0	0.0000	40	38	1.06	1.05
NC_025975.4_RaGOO	10100000	39202518	0	0	0.0000	44	43	1.16	1.17
NC_025975.4_RaGOO	10125000	39202518	2	0	0.0000	39	38	1.02	1.04
NC_025975.4_RaGOO	10150000	39202518	0	0	0.0000	42	39	1.10	1.06
NC_025975.4_RaGOO	10175000	39202518	0	0	0.0000	41	39	1.07	1.08
NC_025975.4_RaGOO	10200000	39202518	0	0	0.0000	40	38	1.07	1.04
NC_025975.4_RaGOO	10225000	39202518	0	0	0.0000	39	38	1.02	1.03
NC_025975.4_RaGOO	10250000	39202518	0	0	0.0000	36	37	0.96	1.02
NC_025975.4_RaGOO	10275000	39202518	0	0	0.0000	38	37	1.00	1.01
NC_025975.4_RaGOO	10300000	39202518	0	0	0.0000	39	38	1.03	1.05
NC_025975.4_RaGOO	10325000	39202518	0	0	0.0172	38	35	1.00	0.97
NC_025975.4_RaGOO	10350000	39202518	0	0	0.0000	37	37	0.99	1.01
NC_025975.4_RaGOO	10375000	39202518	3	0	0.0000	36	33	0.95	0.90
NC_025975.4_RaGOO	10400000	39202518	0	0	0.0000	37	35	0.98	0.96
NC_025975.4_RaGOO	10425000	39202518	0	0	0.0000	39	38	1.02	1.03
NC_025975.4_RaGOO	10450000	39202518	0	1	0.0000	39	38	1.03	1.04
NC_025975.4_RaGOO	10475000	39202518	2	1	0.0263	40	38	1.05	1.04
NC_025975.4_RaGOO	10500000	39202518	11	1	0.0144	35	30	0.91	0.83
NC_025975.4_RaGOO	10525000	39202518	0	2	0.0000	35	34	0.93	0.93
NC_025975.4_RaGOO	10550000	39202518	0	0	0.0000	37	34	0.97	0.94
NC_025975.4_RaGOO	10575000	39202518	0	2	0.0000	37	36	0.99	0.97
NC_025975.4_RaGOO	10600000	39202518	0	0	0.0000	34	33	0.90	0.91
NC_025975.4_RaGOO	10625000	39202518	4	0	0.0000	36	35	0.95	0.96
NC_025975.4_RaGOO	10650000	39202518	0	4	0.0000	37	35	0.96	0.96
NC_025975.4_RaGOO	10675000	39202518	0	0	0.0000	41	40	1.08	1.09
NC_025975.4_RaGOO	10700000	39202518	0	0	0.0000	38	37	1.00	1.00
NC_025975.4_RaGOO	10725000	39202518	0	0	0.0000	41	39	1.08	1.06
NC_025975.4_RaGOO	10750000	39202518	0	0	0.0286	44	43	1.15	1.17
NC_025975.4_RaGOO	10775000	39202518	3	0	0.0011	42	44	1.12	1.19
NC_025975.4_RaGOO	10800000	39202518	0	3	0.0182	39	39	1.04	1.06
NC_025975.4_RaGOO	10825000	39202518	0	0	0.0000	40	36	1.04	1.00
NC_025975.4_RaGOO	10850000	39202518	0	0	0.0000	39	38	1.02	1.03
NC_025975.4_RaGOO	10875000	39202518	0	0	0.0000	38	38	1.00	1.05
NC_025975.4_RaGOO	10900000	39202518	0	0	0.0000	41	41	1.07	1.11
NC_025975.4_RaGOO	10925000	39202518	0	0	0.0003	36	37	0.94	1.02
NC_025975.4_RaGOO	10950000	39202518	17	1	0.0000	41	42	1.07	1.14
NC_025975.4_RaGOO	10975000	39202518	0	1	0.0000	42	40	1.11	1.09
NC_025975.4_RaGOO	11000000	39202518	0	0	0.0000	41	38	1.09	1.05
NC_025975.4_RaGOO	11025000	39202518	0	0	0.0000	34	34	0.90	0.93
NC_025975.4_RaGOO	11050000	39202518	0	0	0.0000	39	36	1.02	0.99
NC_025975.4_RaGOO	11075000	39202518	0	1	0.0000	40	37	1.05	1.01
NC_025975.4_RaGOO	11100000	39202518	0	0	0.0000	40	39	1.06	1.08
NC_025975.4_RaGOO	11125000	39202518	2	0	0.0000	38	36	1.01	1.00
NC_025975.4_RaGOO	11150000	39202518	3	1	0.0000	40	38	1.04	1.03
NC_025975.4_RaGOO	11175000	39202518	0	0	0.0000	41	40	1.07	1.09
NC_025975.4_RaGOO	11200000	39202518	1	0	0.0000	40	39	1.05	1.06
NC_025975.4_RaGOO	11225000	39202518	0	0	0.0000	38	35	0.99	0.97
NC_025975.4_RaGOO	11250000	39202518	0	0	0.0000	36	34	0.95	0.94
NC_025975.4_RaGOO	11275000	39202518	0	0	0.0000	39	36	1.03	0.98
NC_025975.4_RaGOO	11300000	39202518	0	6	0.0000	35	31	0.91	0.86
NC_025975.4_RaGOO	11325000	39202518	0	0	0.0000	39	37	1.03	1.02
NC_025975.4_RaGOO	11350000	39202518	0	0	0.0000	35	32	0.93	0.88
NC_025975.4_RaGOO	11375000	39202518	1	0	0.0000	38	36	0.99	0.98
NC_025975.4_RaGOO	11400000	39202518	1	3	0.0000	40	38	1.06	1.03
NC_025975.4_RaGOO	11425000	39202518	0	0	0.0000	38	36	1.00	0.99
NC_025975.4_RaGOO	11450000	39202518	0	4	0.0000	37	38	0.99	1.04
NC_025975.4_RaGOO	11475000	39202518	0	0	0.0000	42	42	1.10	1.14
NC_025975.4_RaGOO	11500000	39202518	1	0	0.0000	40	39	1.04	1.06
NC_025975.4_RaGOO	11525000	39202518	0	0	0.0000	40	39	1.06	1.06
NC_025975.4_RaGOO	11550000	39202518	0	0	0.0000	33	31	0.88	0.84
NC_025975.4_RaGOO	11575000	39202518	0	0	0.0000	39	37	1.03	1.01
NC_025975.4_RaGOO	11600000	39202518	0	0	0.0000	36	35	0.94	0.95
NC_025975.4_RaGOO	11625000	39202518	0	0	0.0000	38	38	1.00	1.05
NC_025975.4_RaGOO	11650000	39202518	0	0	0.0000	39	39	1.02	1.07
NC_025975.4_RaGOO	11675000	39202518	0	0	0.0000	42	40	1.10	1.10
NC_025975.4_RaGOO	11700000	39202518	0	0	0.0000	42	40	1.11	1.11
NC_025975.4_RaGOO	11725000	39202518	0	0	0.0000	40	39	1.06	1.07
NC_025975.4_RaGOO	11750000	39202518	1	0	0.0000	41	40	1.08	1.10
NC_025975.4_RaGOO	11775000	39202518	0	0	0.0000	42	42	1.10	1.15
NC_025975.4_RaGOO	11800000	39202518	0	0	0.0000	37	35	0.98	0.95
NC_025975.4_RaGOO	11825000	39202518	0	0	0.0000	37	35	0.98	0.97
NC_025975.4_RaGOO	11850000	39202518	0	0	0.0000	39	38	1.02	1.04
NC_025975.4_RaGOO	11875000	39202518	0	0	0.0000	41	40	1.08	1.10
NC_025975.4_RaGOO	11900000	39202518	1	2	0.0000	37	36	0.99	0.99
NC_025975.4_RaGOO	11925000	39202518	1	0	0.0000	40	39	1.06	1.06
NC_025975.4_RaGOO	11950000	39202518	0	0	0.0000	40	39	1.06	1.07
NC_025975.4_RaGOO	11975000	39202518	0	0	0.0000	39	39	1.02	1.06
NC_025975.4_RaGOO	12000000	39202518	0	1	0.0000	38	37	0.99	1.02
NC_025975.4_RaGOO	12025000	39202518	0	0	0.0000	35	33	0.93	0.90
NC_025975.4_RaGOO	12050000	39202518	1	0	0.0000	34	32	0.90	0.87
NC_025975.4_RaGOO	12075000	39202518	0	2	0.0000	36	36	0.96	0.99
NC_025975.4_RaGOO	12100000	39202518	0	0	0.0000	36	37	0.96	1.01
NC_025975.4_RaGOO	12125000	39202518	0	0	0.0000	38	35	0.99	0.95
NC_025975.4_RaGOO	12150000	39202518	1	0	0.0000	42	40	1.10	1.09
NC_025975.4_RaGOO	12175000	39202518	0	0	0.0000	37	34	0.96	0.94
NC_025975.4_RaGOO	12200000	39202518	1	1	0.0000	39	39	1.02	1.06
NC_025975.4_RaGOO	12225000	39202518	1	0	0.0000	37	37	0.97	1.02
NC_025975.4_RaGOO	12250000	39202518	6	3	0.0000	37	36	0.98	0.98
NC_025975.4_RaGOO	12275000	39202518	0	0	0.0000	40	38	1.04	1.04
NC_025975.4_RaGOO	12300000	39202518	0	1	0.0000	39	38	1.02	1.05
NC_025975.4_RaGOO	12325000	39202518	0	0	0.0000	42	40	1.11	1.09
NC_025975.4_RaGOO	12350000	39202518	0	0	0.0000	37	33	0.96	0.90
NC_025975.4_RaGOO	12375000	39202518	0	0	0.0000	34	32	0.88	0.88
NC_025975.4_RaGOO	12400000	39202518	0	1	0.0000	38	34	1.00	0.93
NC_025975.4_RaGOO	12425000	39202518	0	0	0.0000	39	37	1.03	1.01
NC_025975.4_RaGOO	12450000	39202518	0	0	0.0000	36	33	0.94	0.90
NC_025975.4_RaGOO	12475000	39202518	0	0	0.0000	40	39	1.06	1.07
NC_025975.4_RaGOO	12500000	39202518	0	0	0.0000	41	39	1.07	1.07
NC_025975.4_RaGOO	12525000	39202518	0	0	0.0000	38	37	1.01	1.02
NC_025975.4_RaGOO	12550000	39202518	1	0	0.0000	39	39	1.04	1.06
NC_025975.4_RaGOO	12575000	39202518	0	0	0.0000	56	52	1.48	1.43
NC_025975.4_RaGOO	12600000	39202518	1	0	0.0000	38	36	1.00	1.00
NC_025975.4_RaGOO	12625000	39202518	0	0	0.0000	41	39	1.09	1.07
NC_025975.4_RaGOO	12650000	39202518	0	1	0.0000	37	34	0.97	0.94
NC_025975.4_RaGOO	12675000	39202518	0	0	0.0000	40	38	1.05	1.05
NC_025975.4_RaGOO	12700000	39202518	0	0	0.0000	39	37	1.02	1.01
NC_025975.4_RaGOO	12725000	39202518	0	0	0.0000	38	35	1.00	0.97
NC_025975.4_RaGOO	12750000	39202518	0	0	0.0000	36	34	0.95	0.94
NC_025975.4_RaGOO	12775000	39202518	0	0	0.0000	39	39	1.03	1.07
NC_025975.4_RaGOO	12800000	39202518	0	0	0.0000	38	37	1.01	1.03
NC_025975.4_RaGOO	12825000	39202518	1	0	0.0000	39	37	1.03	1.02
NC_025975.4_RaGOO	12850000	39202518	0	0	0.0000	40	40	1.05	1.08
NC_025975.4_RaGOO	12875000	39202518	0	0	0.0000	42	41	1.10	1.13
NC_025975.4_RaGOO	12900000	39202518	3	0	0.0304	36	35	0.94	0.96
NC_025975.4_RaGOO	12925000	39202518	0	1	0.0000	37	35	0.98	0.97
NC_025975.4_RaGOO	12950000	39202518	0	0	0.0000	41	41	1.08	1.11
NC_025975.4_RaGOO	12975000	39202518	0	0	0.0035	40	41	1.06	1.12
NC_025975.4_RaGOO	13000000	39202518	0	0	0.0000	39	39	1.02	1.08
NC_025975.4_RaGOO	13025000	39202518	1	0	0.0000	32	31	0.85	0.84
NC_025975.4_RaGOO	13050000	39202518	1	0	0.0008	37	36	0.99	1.00
NC_025975.4_RaGOO	13075000	39202518	4	0	0.0000	39	37	1.02	1.00
NC_025975.4_RaGOO	13100000	39202518	0	0	0.0000	37	35	0.98	0.95
NC_025975.4_RaGOO	13125000	39202518	0	0	0.0000	42	41	1.12	1.13
NC_025975.4_RaGOO	13150000	39202518	0	0	0.0000	40	39	1.06	1.07
NC_025975.4_RaGOO	13175000	39202518	1	0	0.0000	41	39	1.08	1.08
NC_025975.4_RaGOO	13200000	39202518	0	0	0.0000	42	41	1.11	1.13
NC_025975.4_RaGOO	13225000	39202518	0	0	0.0000	40	39	1.05	1.08
NC_025975.4_RaGOO	13250000	39202518	0	0	0.0034	40	38	1.04	1.05
NC_025975.4_RaGOO	13275000	39202518	0	0	0.0000	37	35	0.98	0.96
NC_025975.4_RaGOO	13300000	39202518	0	0	0.0000	38	37	1.01	1.01
NC_025975.4_RaGOO	13325000	39202518	3	0	0.0000	37	36	0.97	0.99
NC_025975.4_RaGOO	13350000	39202518	1	0	0.0000	39	38	1.04	1.05
NC_025975.4_RaGOO	13375000	39202518	0	0	0.0000	41	42	1.09	1.16
NC_025975.4_RaGOO	13400000	39202518	1	0	0.0000	40	38	1.04	1.05
NC_025975.4_RaGOO	13425000	39202518	0	1	0.0000	37	35	0.98	0.97
NC_025975.4_RaGOO	13450000	39202518	0	0	0.0000	41	38	1.07	1.04
NC_025975.4_RaGOO	13475000	39202518	0	1	0.0000	38	37	1.01	1.00
NC_025975.4_RaGOO	13500000	39202518	0	0	0.0000	38	35	1.01	0.96
NC_025975.4_RaGOO	13525000	39202518	0	0	0.0000	34	33	0.89	0.90
NC_025975.4_RaGOO	13550000	39202518	0	0	0.0000	37	35	0.99	0.96
NC_025975.4_RaGOO	13575000	39202518	0	2	0.0000	36	34	0.95	0.93
NC_025975.4_RaGOO	13600000	39202518	1	0	0.0025	40	39	1.05	1.07
NC_025975.4_RaGOO	13625000	39202518	0	0	0.0000	41	39	1.08	1.07
NC_025975.4_RaGOO	13650000	39202518	0	0	0.0000	38	37	1.01	1.01
NC_025975.4_RaGOO	13675000	39202518	0	0	0.0000	39	39	1.03	1.07
NC_025975.4_RaGOO	13700000	39202518	0	0	0.0000	37	35	0.97	0.97
NC_025975.4_RaGOO	13725000	39202518	0	0	0.0051	42	40	1.09	1.11
NC_025975.4_RaGOO	13750000	39202518	1	2	0.0000	38	36	1.01	1.00
NC_025975.4_RaGOO	13775000	39202518	1	0	0.0000	35	33	0.93	0.92
NC_025975.4_RaGOO	13800000	39202518	0	0	0.0000	39	37	1.03	1.01
NC_025975.4_RaGOO	13825000	39202518	0	0	0.0000	43	39	1.12	1.08
NC_025975.4_RaGOO	13850000	39202518	0	0	0.0000	41	39	1.07	1.06
NC_025975.4_RaGOO	13875000	39202518	0	0	0.0000	38	39	1.01	1.07
NC_025975.4_RaGOO	13900000	39202518	2	2	0.0000	36	35	0.96	0.96
NC_025975.4_RaGOO	13925000	39202518	0	0	0.0000	39	37	1.03	1.01
NC_025975.4_RaGOO	13950000	39202518	0	0	0.0000	37	35	0.97	0.97
NC_025975.4_RaGOO	13975000	39202518	0	0	0.0000	41	40	1.07	1.09
NC_025975.4_RaGOO	14000000	39202518	0	1	0.0000	41	39	1.08	1.07
NC_025975.4_RaGOO	14025000	39202518	0	0	0.0000	41	38	1.07	1.05
NC_025975.4_RaGOO	14050000	39202518	0	0	0.0000	40	39	1.05	1.07
NC_025975.4_RaGOO	14075000	39202518	1	0	0.0000	37	36	0.98	0.99
NC_025975.4_RaGOO	14100000	39202518	0	0	0.0000	39	37	1.02	1.00
NC_025975.4_RaGOO	14125000	39202518	0	0	0.0000	39	38	1.04	1.03
NC_025975.4_RaGOO	14150000	39202518	0	0	0.0000	37	38	0.98	1.03
NC_025975.4_RaGOO	14175000	39202518	0	0	0.0000	38	35	0.99	0.97
NC_025975.4_RaGOO	14200000	39202518	0	0	0.0000	45	47	1.19	1.30
NC_025975.4_RaGOO	14225000	39202518	0	0	0.0000	38	36	1.00	0.99
NC_025975.4_RaGOO	14250000	39202518	0	1	0.0000	37	35	0.97	0.97
NC_025975.4_RaGOO	14275000	39202518	2	0	0.0000	33	32	0.86	0.87
NC_025975.4_RaGOO	14300000	39202518	1	0	0.0000	38	38	1.01	1.05
NC_025975.4_RaGOO	14325000	39202518	0	0	0.0000	38	37	1.00	1.03
NC_025975.4_RaGOO	14350000	39202518	1	0	0.0000	37	36	0.97	1.00
NC_025975.4_RaGOO	14375000	39202518	1	2	0.0000	38	37	1.01	1.01
NC_025975.4_RaGOO	14400000	39202518	0	0	0.0000	40	40	1.05	1.09
NC_025975.4_RaGOO	14425000	39202518	0	0	0.0000	39	38	1.02	1.04
NC_025975.4_RaGOO	14450000	39202518	0	0	0.0000	41	39	1.07	1.08
NC_025975.4_RaGOO	14475000	39202518	2	0	0.0000	41	41	1.09	1.11
NC_025975.4_RaGOO	14500000	39202518	0	0	0.0000	36	36	0.95	0.98
NC_025975.4_RaGOO	14525000	39202518	0	0	0.0000	42	39	1.09	1.06
NC_025975.4_RaGOO	14550000	39202518	0	0	0.0000	40	38	1.06	1.04
NC_025975.4_RaGOO	14575000	39202518	0	0	0.0000	40	37	1.05	1.02
NC_025975.4_RaGOO	14600000	39202518	0	0	0.0000	42	40	1.12	1.09
